98,111,44,63,51,120,126,17,121,114
36,4,126,63,3,121,120,12,86,23
1,104,63,3,36,120,110,17,87,67
66,79,120,48,35,111,43,110,41,129
10,86,121,120,36,12,106,96,25,3
114,110,79,126,2,111,128,104,42,46
86,90,49,11,38,43,106,85,56,120
8,121,49,45,107,95,100,39,90,23
120,45,46,88,15,86,126,96,10,90
29,11,15,45,107,51,126,41,79,43
120,36,111,95,88,51,46,106,33,90
112,39,107,114,104,51,74,12,110,29
77,112,126,86,17,95,107,111,39,49
109,126,119,36,111,63,120,12,121,11
13,109,111,43,100,79,38,20,94,120
15,46,111,87,38,27,89,68,49,39
7,40,33,68,15,77,86,25,96,87
19,105,8,53,120,44,121,106,100,38
38,20,46,79,63,51,17,59,120,68
47,38,100,48,20,99,19,63,13,83
3,110,126,49,93,20,54,86,114,120
65,58,7,95,53,2,110,17,77,66
49,121,8,50,9,86,25,120,106,90
39,126,49,84,101,77,31,62,12,23
64,25,129,109,51,121,39,93,23,110
61,129,110,49,121,90,54,96,79,11
121,106,82,35,16,39,31,129,10,51
3,32,112,9,52,62,121,77,84,106
65,39,7,90,114,79,43,96,66,8
83,12,25,7,53,73,65,126,111,108
110,129,32,121,17,86,10,38,126,90
79,87,77,106,7,8,17,104,57,25
2,77,86,87,106,5,101,17,70,104
63,89,87,100,15,51,11,65,42,27
102,48,46,63,3,87,65,49,32,17
11,12,110,7,58,65,30,120,67,49
29,86,41,17,68,43,79,7,12,53
96,49,12,68,86,121,126,38,11,120
36,101,3,114,38,109,120,66,98,17
107,1,84,36,53,90,46,126,99,121
68,49,40,38,54,7,121,12,55,17
17,101,53,29,95,38,70,31,25,11
90,88,99,74,70,106,121,69,31,95
50,31,7,49,106,36,126,100,12,66
31,102,95,23,9,51,40,93,121,106
87,83,23,12,40,38,27,70,64,89
46,110,44,31,38,120,9,126,66,1
55,128,42,71,126,110,41,100,63,74
106,98,90,128,77,110,93,19,50,104
128,104,46,66,42,12,56,68,49,7
114,72,121,86,129,48,111,7,98,46
66,128,114,42,39,49,10,79,107,53
42,30,53,100,99,1,39,31,66,107
67,49,56,121,120,39,6,51,58,13
104,83,1,106,87,65,88,46,7,10
44,126,36,100,111,90,86,17,53,49
49,95,11,79,111,31,106,45,44,97
49,104,54,68,40,93,121,106,65,7
121,94,7,39,106,1,90,107,129,40
104,86,3,12,25,36,67,65,100,5
96,79,30,106,70,90,107,39,49,10
23,83,56,93,129,49,79,51,39,33
35,95,38,52,3,15,77,111,107,33
120,33,126,63,31,7,129,65,10,121
53,94,7,38,31,86,100,97,126,15
79,110,77,25,106,78,7,43,90,10
83,65,95,49,121,88,120,58,6,17
68,38,52,49,86,106,120,13,31,12
126,28,107,20,10,128,95,17,129,66
93,7,65,46,112,102,79,53,86,2
49,80,79,38,9,111,104,56,13,112
23,126,67,2,68,109,90,53,107,108
106,102,111,63,39,56,100,79,78,126
112,62,17,100,72,126,52,84,86,51
90,120,7,106,15,107,98,8,111,43
73,104,9,106,110,8,86,114,126,121
64,98,7,126,93,66,114,65,100,11
4,79,129,43,19,121,63,12,17,100
106,99,65,3,91,86,77,90,120,114
126,79,38,100,93,16,23,90,10,7
12,49,79,98,26,93,126,96,31,121
3,33,126,98,86,25,30,49,70,79
100,30,8,63,46,86,126,111,98,44
85,109,101,38,39,86,126,49,12,83
4,129,1,79,85,86,17,100,8,63
7,38,106,121,46,56,86,100,96,53
107,109,121,22,40,112,43,47,1,7
13,121,10,98,7,51,87,106,55,17
112,126,67,17,64,106,73,7,31,78
27,129,82,35,72,77,96,43,86,23
111,106,65,7,36,21,39,96,90,99
96,106,64,101,77,79,80,39,86,49
64,63,77,38,45,83,56,121,126,29
4,106,129,31,45,121,79,17,63,2
67,129,39,119,84,114,110,2,3,49
94,86,96,90,106,32,111,7,2,43
58,11,12,126,79,86,104,3,82,38
9,85,92,77,112,110,96,66,95,99
49,40,98,86,68,99,64,70,66,45
120,114,86,90,17,53,95,37,58,107
95,86,102,90,36,121,2,37,53,49
120,121,88,39,95,106,93,79,51,50
65,74,107,66,63,51,68,126,102,95
43,128,90,88,67,100,32,110,106,77
66,104,17,93,86,129,106,32,110,121
86,99,102,106,128,30,75,7,65,32
30,96,106,110,4,111,32,114,98,79
106,36,111,88,10,17,90,7,102,93
13,95,7,87,106,19,104,58,65,17
3,86,23,95,38,129,40,77,31,13
129,40,102,17,10,121,78,109,13,106
12,66,9,106,120,10,56,111,43,7
5,100,23,109,4,53,66,107,43,12
25,86,109,29,102,22,95,83,110,96
65,44,83,86,17,12,106,36,64,7
85,120,10,17,86,79,49,62,48,121
85,12,25,43,121,30,52,120,44,58
51,63,32,19,87,38,100,39,44,121
32,110,112,74,2,106,45,128,93,129
93,25,83,120,126,128,102,112,17,32
106,65,46,100,90,95,101,29,3,1
110,111,114,38,126,106,29,53,9,83
25,126,58,12,83,74,110,36,87,38
53,39,36,88,106,126,42,51,104,128
8,98,31,13,39,46,72,51,3,110
31,56,129,77,13,97,90,106,50,120
56,13,31,8,129,90,86,106,54,96
31,100,57,89,126,121,65,7,43,12
95,7,40,121,126,104,51,41,128,74
7,49,126,48,58,120,43,63,93,111
48,7,58,33,4,126,120,83,111,63
87,7,36,8,39,72,65,90,19,43
111,129,9,106,1,19,90,72,65,10
5,104,7,63,106,19,58,73,93,65
45,39,7,38,77,106,29,111,51,40
3,106,114,96,48,67,87,23,33,120
96,90,106,88,11,31,100,56,8,128
111,8,128,49,28,129,36,32,9,31
121,65,106,109,13,105,93,74,120,66
40,120,121,109,106,126,2,22,58,67
68,49,10,45,7,106,31,120,33,44
36,52,51,109,110,79,96,72,128,49
126,9,103,39,44,12,43,111,7,49
21,120,126,58,72,19,45,66,12,65
80,3,96,86,17,12,7,33,85,25
51,106,86,90,109,43,53,7,3,46
25,12,90,16,43,53,109,88,33,39
17,121,79,2,114,42,33,120,53,74
90,56,100,106,47,31,39,51,44,96
68,106,120,17,50,88,31,98,44,46
100,17,68,56,77,96,21,12,3,51
27,86,93,45,13,120,48,96,46,85
28,52,128,106,86,121,39,13,12,120
102,86,120,46,93,42,69,40,50,68
86,83,43,6,129,7,68,35,25,41
104,49,101,79,72,12,106,36,7,90
126,30,129,72,64,106,65,109,90,51
17,90,35,77,84,13,53,65,64,32
95,93,120,121,86,3,107,77,98,46
110,21,120,111,109,22,2,40,93,84
111,38,106,120,95,32,10,100,31,13
33,106,39,99,7,86,110,129,41,36
77,39,23,79,128,10,78,52,9,84
101,120,111,100,95,51,77,53,107,45
39,3,50,100,72,99,35,90,64,2
31,101,17,23,95,100,79,53,45,120
99,108,88,90,93,78,121,106,12,128
51,52,53,44,64,23,88,89,39,87
105,121,42,39,104,46,99,126,102,112
11,79,2,114,100,68,36,99,97,126
53,12,7,74,63,110,89,129,43,66
106,64,63,89,120,86,56,114,65,66
79,99,86,96,76,129,90,51,95,75
32,76,129,128,3,106,2,90,19,91
67,110,83,51,52,104,86,30,89,43
102,120,86,121,39,13,8,105,30,49
51,68,67,106,33,129,17,110,77,27
67,68,29,51,106,27,129,110,70,77
90,112,12,104,11,107,8,58,110,73
56,126,128,83,23,77,81,38,90,25
119,126,96,1,31,25,13,86,44,49
100,104,106,90,77,62,39,87,49,114
30,38,110,109,17,39,95,7,58,53
86,129,41,45,61,40,121,126,32,43
100,56,94,121,98,114,86,31,78,17
1,121,100,126,99,41,64,31,36,106
45,90,38,114,106,3,79,36,2,12
19,30,48,49,33,32,83,38,3,43
121,23,33,96,12,83,53,42,99,64
3,49,39,106,35,21,129,43,56,83
7,63,33,81,39,41,23,121,79,96
53,66,65,7,95,126,114,51,101,2
96,53,8,128,121,10,42,119,31,129
126,106,12,45,121,59,41,7,79,99
121,25,96,93,111,23,79,86,129,10
53,7,65,58,114,86,64,96,63,95
39,85,32,121,38,111,25,84,96,48
85,44,86,106,38,72,3,120,111,126
2,79,17,41,110,111,49,63,3,120
129,106,66,86,67,126,68,99,2,23
8,30,110,17,96,129,79,58,23,114
77,86,74,38,90,126,51,73,58,43
106,95,111,129,119,120,77,114,96,90
121,119,73,32,126,45,3,95,66,39
2,90,71,106,67,88,12,128,36,53
2,53,7,3,73,90,45,19,17,12
33,100,63,11,98,17,110,2,32,121
83,79,8,99,39,120,110,121,106,63
37,21,67,106,38,111,129,119,63,43
53,32,121,28,33,129,119,37,67,61
15,51,13,111,43,84,86,47,1,29
109,106,86,96,111,7,67,47,128,28
96,21,39,111,106,114,38,79,121,99
114,86,111,108,36,96,110,15,56,121
95,31,52,40,38,15,72,121,120,86
31,15,96,70,101,46,114,83,38,87
102,86,15,96,6,110,38,46,114,83
49,78,9,79,72,102,5,86,70,17
58,10,7,106,65,78,72,51,11,53
3,18,104,101,39,113,90,16,77,100
129,40,79,36,11,5,126,86,96,10
121,61,98,106,70,111,129,93,9,74
55,93,121,126,51,31,10,25,43,23
18,121,126,51,55,100,72,128,59,108
97,110,106,41,45,13,88,120,58,109
38,106,51,63,9,72,126,66,7,2
33,5,120,21,54,114,65,58,38,15
54,5,86,23,120,58,72,104,43,9
129,86,87,104,67,50,107,126,121,12
99,121,126,26,8,111,17,107,77,40
3,54,86,38,23,121,7,70,53,50
3,1,38,45,74,32,121,126,87,43
49,107,65,70,84,17,6,92,120,98
63,111,129,70,11,110,101,104,46,114
111,109,65,15,126,72,46,86,83,57
121,41,101,74,129,100,106,38,12,68
41,128,7,53,36,67,98,129,106,5
45,121,38,106,39,5,43,44,23,129
121,110,41,98,126,120,23,40,31,42
100,41,121,99,17,120,53,23,51,31
90,100,119,106,46,112,8,126,29,43
74,100,88,70,68,66,77,21,2,52
46,93,45,104,5,43,33,79,48,51
11,90,86,70,16,1,31,36,22,88
84,10,68,19,38,71,6,13,45,3
64,6,38,85,72,102,95,86,43,96
39,52,16,95,111,2,77,84,120,76
84,15,79,10,104,1,108,43,7,51
77,84,39,64,86,23,7,53,51,110
106,46,53,56,7,19,105,86,51,126
7,11,70,64,126,121,63,100,49,53
53,110,51,17,104,12,86,88,43,120
90,49,45,109,86,58,36,7,106,54
65,7,13,45,54,58,100,104,39,93
106,129,54,101,121,7,13,111,109,120
74,7,128,65,41,86,38,49,93,5
17,70,88,53,112,109,96,126,3,86
112,42,53,126,100,96,3,106,101,109
46,66,128,70,23,35,120,68,42,49
111,17,2,105,72,22,86,96,95,50
106,49,7,121,92,88,3,50,23,12
94,63,38,121,20,49,12,111,86,126
53,105,112,89,13,43,100,12,106,3
90,120,36,106,101,8,91,99,64,13
70,3,17,13,104,31,106,46,86,49
86,25,1,57,98,75,42,111,110,45
106,128,9,104,76,110,113,49,79,129
114,7,126,49,56,108,31,51,106,109
101,77,17,129,110,36,70,45,5,83
100,31,126,8,53,39,12,64,65,56
106,1,68,26,96,53,58,11,100,13
53,7,74,13,80,114,2,72,71,31
128,43,98,120,41,42,110,39,126,129
121,49,8,88,96,86,90,92,73,60
43,110,129,4,84,86,128,54,94,60
32,86,28,52,121,95,63,65,87,126
2,128,21,100,56,45,64,25,78,63
106,3,43,51,46,68,49,86,25,109
77,110,43,129,30,85,13,86,120,8
106,25,68,120,107,39,43,100,4,86
17,36,83,106,90,8,99,100,86,65
49,129,88,110,44,72,90,86,23,38
39,119,96,32,111,49,129,20,46,86
126,129,86,111,12,32,49,53,121,88
86,111,15,96,12,3,38,7,34,95
121,16,86,126,10,30,20,120,39,77
119,90,49,63,19,4,79,126,111,13
39,121,81,35,8,100,10,68,43,126
65,84,33,96,48,100,23,112,53,77
96,114,64,43,128,3,42,2,110,106
121,106,49,112,39,111,129,11,110,114
66,114,126,28,86,121,98,39,119,32
110,20,67,17,129,96,121,86,63,46
120,86,52,54,58,32,119,121,16,17
16,51,121,106,1,13,31,8,45,80
126,61,51,12,68,62,106,45,119,39
126,95,96,110,30,85,7,53,25,93
43,86,11,120,44,62,49,68,74,12
93,121,114,63,120,110,86,77,129,126
96,67,111,45,36,80,49,126,121,110
42,31,11,51,23,96,87,4,88,76
23,79,61,31,93,4,68,39,35,96
54,58,106,7,36,25,33,129,93,90
111,25,65,49,104,96,10,90,79,106
58,23,129,7,54,53,41,90,71,49
64,62,46,98,104,15,106,95,39,111
64,96,17,62,56,100,126,43,33,44
126,12,100,121,40,17,79,91,72,96
33,90,19,126,70,106,48,101,104,79
23,41,111,25,104,9,109,106,3,2
79,102,67,13,11,9,46,114,106,121
83,25,86,40,1,98,128,32,13,17
31,83,38,77,25,104,41,68,43,101
59,79,111,39,96,84,112,98,15,32
49,96,89,79,20,93,3,107,53,65
46,79,111,106,96,120,3,99,10,53
11,90,99,107,33,121,106,85,129,109
39,49,53,19,68,121,46,93,65,100
114,129,25,26,10,90,17,44,100,49
100,128,35,62,126,121,88,32,43,17
9,111,10,51,49,90,109,19,104,106
58,7,23,1,36,121,101,72,49,16
7,58,61,93,98,129,110,86,80,52
49,121,106,86,4,17,58,93,7,78
13,51,126,10,120,7,12,111,17,50
13,109,121,79,120,100,53,65,32,3
77,13,3,40,104,70,106,51,25,111
51,110,120,80,17,39,109,79,126,90
88,120,68,4,17,89,126,15,53,86
121,31,38,11,106,15,53,7,111,95
64,121,16,95,65,111,87,74,129,89
45,64,76,2,29,15,13,51,30,77
112,77,96,11,39,65,25,93,128,129
112,49,96,11,13,35,46,32,79,2
86,12,29,39,83,17,93,79,64,104
79,86,39,109,38,41,110,5,49,129
86,31,120,15,106,72,91,79,129,13
78,86,67,3,13,104,90,101,106,73
19,106,65,95,119,70,121,17,102,83
66,106,75,100,95,12,86,126,15,111
101,106,90,77,126,83,86,13,29,10
112,79,46,109,126,43,12,111,107,53
90,110,109,104,74,83,55,63,100,1
101,104,84,52,10,3,51,110,80,106
49,104,101,111,1,51,17,3,45,48
49,66,101,53,95,100,90,106,43,10
15,120,80,33,68,65,46,19,66,49
126,100,35,93,33,38,17,110,49,86
90,43,126,7,95,45,110,106,86,49
94,20,28,129,111,121,12,53,106,32
94,20,110,129,38,43,113,111,27,106
106,10,120,121,100,19,72,17,31,33
23,87,93,100,129,46,106,7,121,98
95,100,36,92,111,106,101,31,12,38
83,6,63,56,129,86,106,68,70,38
90,106,101,109,104,54,46,111,9,126
57,31,93,11,9,119,10,126,106,103
79,7,43,94,9,86,68,104,106,93
90,15,99,88,36,79,54,106,11,2
101,104,39,89,31,84,53,95,51,94
11,37,86,96,70,3,129,13,40,109
49,111,106,16,52,12,90,99,120,86
38,111,95,86,25,72,129,74,121,16
56,7,53,42,68,21,31,95,104,101
100,90,8,53,74,80,38,27,101,42
31,25,120,93,121,84,101,13,48,108
19,7,64,45,89,55,88,26,106,107
17,119,79,70,108,77,90,19,98,74
45,36,128,86,42,99,17,27,90,104
112,47,96,42,86,66,11,100,10,99
90,98,13,7,8,51,70,74,121,63
17,99,70,86,110,74,126,111,72,98
27,79,23,99,129,84,64,112,8,82
17,51,90,70,38,100,68,39,44,129
56,31,104,19,106,17,13,12,121,38
106,128,86,56,2,30,62,19,33,10
73,97,121,11,2,101,30,126,86,1
63,71,121,31,39,25,78,84,8,111
48,69,86,66,46,11,33,121,70,112
112,109,9,39,129,2,93,45,79,91
129,41,13,80,107,99,72,98,90,91
12,87,106,96,119,63,10,90,52,100
93,38,30,106,119,83,56,121,65,67
106,110,96,64,93,111,128,67,56,65
39,96,95,121,35,43,49,107,94,79
104,121,39,41,43,100,94,53,126,86
126,83,93,121,2,63,100,98,11,86
64,12,75,39,71,121,49,65,36,107
33,30,74,129,44,51,65,99,90,43
99,13,88,58,53,10,45,62,39,3
43,81,39,79,12,73,3,38,13,45
78,106,7,85,53,49,79,23,121,109
39,111,100,114,38,13,129,58,109,86
89,126,86,36,64,106,38,87,100,98
42,129,86,43,30,94,2,31,128,32
85,10,86,129,39,72,100,31,45,13
3,86,108,38,12,97,62,32,39,30
42,5,45,28,39,121,86,96,17,32
100,58,32,49,39,43,74,106,111,51
99,90,80,100,28,30,62,3,106,95
100,114,39,99,90,86,62,43,49,3
114,10,2,9,26,120,58,106,53,67
17,2,107,26,114,67,106,53,120,121
82,38,8,66,120,129,114,41,121,110
121,2,10,26,114,106,45,36,111,38
121,10,96,84,106,68,86,126,49,11
51,114,106,111,112,17,95,121,29,19
85,121,93,74,96,83,110,2,13,109
79,96,121,46,106,43,13,63,100,11
22,100,95,63,121,62,119,10,43,120
17,121,44,107,16,100,10,99,90,63
46,106,16,45,53,35,10,7,129,37
7,12,37,43,45,129,52,110,5,44
11,104,109,107,111,129,106,79,9,80
23,100,94,111,20,120,1,106,121,56
98,79,9,126,109,92,70,23,64,120
121,23,108,32,120,28,77,129,79,56
72,46,19,110,29,51,42,15,66,128
66,88,17,87,6,111,100,105,126,12
2,121,41,106,27,53,86,83,44,17
90,53,12,39,19,86,103,10,49,96
65,121,100,126,95,86,25,93,84,120
104,27,35,10,121,109,87,126,129,102
109,86,111,126,129,113,27,106,29,20
38,101,63,68,74,51,77,31,98,70
38,74,84,101,95,31,88,52,12,36
126,25,29,54,3,70,46,31,104,101
84,38,10,112,39,81,126,129,86,68
84,11,78,121,49,114,96,87,94,86
86,121,84,8,65,92,106,119,28,64
96,30,95,39,110,92,64,103,91,32
64,2,110,77,46,52,32,99,121,7
126,19,63,21,112,95,23,110,13,97
96,121,71,41,106,88,90,108,17,94
120,87,11,86,8,111,129,106,10,56
110,120,43,86,54,96,109,90,106,9
39,111,11,86,56,110,46,63,87,38
86,2,15,95,111,63,121,35,38,70
51,114,106,111,112,121,95,19,29,17
7,70,10,92,79,12,19,90,106,99
42,120,22,128,3,41,68,51,11,13
59,3,72,51,39,90,46,13,99,42
106,53,90,49,121,54,120,111,13,39
121,13,126,54,87,31,120,110,12,49
13,41,87,126,121,93,65,74,120,111
86,76,90,120,99,25,33,100,3,10
121,126,40,62,114,66,33,10,77,100
100,50,96,31,1,111,17,114,83,29
41,17,100,50,79,84,76,96,70,35
7,30,12,25,38,10,108,106,3,51
16,83,97,112,6,110,77,90,126,106
77,56,2,61,31,110,98,93,51,74
32,75,51,13,53,106,121,33,46,7
77,9,112,29,25,31,110,114,120,43
2,87,3,92,106,15,86,96,70,31
96,101,79,39,95,121,102,31,49,70
129,52,64,49,95,39,96,86,79,54
90,13,19,98,41,56,23,70,121,100
61,84,106,55,107,86,79,94,69,20
86,90,78,126,11,98,63,100,128,46
42,66,128,98,46,79,23,9,1,40
46,110,3,70,51,121,40,96,89,9
100,68,41,129,22,55,19,39,31,63
3,17,9,2,53,7,90,49,79,106
87,120,98,86,12,79,105,129,35,72
98,86,87,39,106,27,75,84,9,38
110,121,104,41,106,126,7,42,128,40
86,11,84,32,29,31,126,41,79,120
106,3,65,28,1,8,83,104,27,107
90,13,2,110,72,128,8,52,35,100
100,44,39,64,96,48,71,46,98,31
99,8,43,86,128,70,30,65,7,126
2,52,100,31,56,45,129,106,89,110
77,43,112,128,2,65,49,72,90,107
38,70,26,126,47,13,121,99,4,106
87,86,106,104,72,101,89,129,64,114
128,60,49,100,10,84,90,72,35,17
112,129,53,9,10,42,38,31,39,110
62,55,112,74,114,110,49,79,111,39
66,86,114,129,8,121,90,106,72,39
16,23,86,31,18,126,30,7,65,67
68,86,49,74,126,31,43,129,119,42
104,90,17,63,83,111,4,99,105,13
79,96,49,128,23,121,36,51,84,42
111,106,108,95,112,39,114,121,96,100
23,8,121,71,60,106,99,90,53,86
129,128,121,52,8,90,109,28,100,39
77,32,49,121,26,106,100,112,95,98
32,121,106,104,9,31,51,67,21,13
49,71,121,93,53,26,126,15,102,60
77,86,111,63,15,100,95,121,120,39
